item_id,restaurant_id,name,dish_family,cuisine,price,is_veg,is_addon_eligible,popularity_score,avg_rating
I000334,R0020,Vanilla Milkshake,Milkshake,Fast Food,135,False,True,0.88,4.8
I000335,R0020,Coke (300ml),Soft Drink,Fast Food,140,False,True,0.66,4.5
I000336,R0020,Pepsi (300ml),Soft Drink,Fast Food,110,False,True,0.52,3.9
I000337,R0020,Sprite (300ml),Soft Drink,Fast Food,85,False,True,0.45,4.6
I000338,R0020,Limca,Soft Drink,Fast Food,145,False,True,0.91,3.8
I000339,R0021,Papdi Chaat,Chaat,Street Food,115,False,True,0.83,4.1
I000340,R0021,Aloo Chaat,Chaat,Street Food,305,True,True,0.85,4.4
I000341,R0021,Dahi Puri,Chaat,Street Food,165,False,True,0.37,3.9
I000342,R0021,Pav Bhaji (2 pav),Pav Bhaji,Street Food,225,False,True,0.99,3.6
I000343,R0021,Pav Bhaji (4 pav),Pav Bhaji,Street Food,150,False,True,0.74,4.0
I000344,R0021,Vada Pav,Vada Pav,Street Food,315,False,True,0.4,4.9
I000345,R0021,Cheese Vada Pav,Vada Pav,Street Food,330,False,True,0.92,3.8
I000346,R0021,Pani Puri (6 pcs),Pani Puri,Street Food,180,False,True,0.86,4.7
I000347,R0021,Bhel Puri,Bhel Puri,Street Food,275,False,True,0.61,4.0
I000348,R0021,Samosa (2 pcs),Samosa,Street Food,340,False,True,0.4,3.6
I000349,R0021,Samosa (4 pcs),Samosa,Street Food,100,False,True,0.84,3.6
I000350,R0022,Butter Chicken,Curry,North Indian,105,False,True,0.56,3.7
I000351,R0022,Palak Paneer,Curry,North Indian,125,True,True,0.34,4.0
I000352,R0022,Chicken Masala,Curry,North Indian,105,False,True,0.58,3.9
I000353,R0022,Lamb Curry,Curry,North Indian,145,False,True,0.95,4.1
I000354,R0022,Mixed Veg Curry,Curry,North Indian,90,True,True,0.52,4.8
I000355,R0022,Dal Makhani,Dal,North Indian,105,False,True,0.36,4.8
I000356,R0022,Dal Tadka,Dal,North Indian,105,False,True,0.59,4.0
I000357,R0022,Dal Fry,Dal,North Indian,60,False,True,0.97,4.6
I000358,R0022,Chana Masala,Dal,North Indian,65,False,True,0.66,4.3
I000359,R0022,Paneer Tikka Masala,Paneer Dish,North Indian,65,True,True,0.6,4.5
I000360,R0022,Shahi Paneer,Paneer Dish,North Indian,80,True,True,0.53,3.7
I000361,R0022,Kadai Paneer,Paneer Dish,North Indian,90,True,True,0.71,3.7
I000362,R0022,Matar Paneer,Paneer Dish,North Indian,110,True,True,0.58,4.5
I000363,R0022,Butter Naan,Bread,North Indian,80,False,True,0.7,4.4
I000364,R0022,Roti,Bread,North Indian,120,False,True,0.83,3.7
I000365,R0022,Paratha,Bread,North Indian,145,False,True,0.89,4.3
I000366,R0022,Garlic Naan,Bread,North Indian,140,False,True,0.57,3.6
I000367,R0022,Puri,Bread,North Indian,125,False,True,0.96,3.7
I000368,R0022,Steamed Rice,Rice,North Indian,115,False,True,0.87,4.9
I000369,R0022,Jeera Rice,Rice,North Indian,80,False,True,0.39,3.9
I000370,R0022,Veg Pulao,Rice,North Indian,110,True,True,0.94,4.4
I000371,R0022,Egg Fried Rice,Rice,North Indian,140,False,True,0.84,4.4
I000372,R0022,Boondi Raita,Raita,North Indian,50,False,True,0.53,3.6
I000373,R0022,Cucumber Raita,Raita,North Indian,80,False,True,0.34,3.8
I000374,R0022,Mixed Raita,Raita,North Indian,90,False,True,0.66,3.8
I000375,R0022,Mango Pickle,Pickle,North Indian,125,False,True,0.71,4.5
I000376,R0022,Mixed Pickle,Pickle,North Indian,125,False,True,0.81,4.9
I000377,R0022,Lime Pickle,Pickle,North Indian,75,False,True,0.49,3.6
I000378,R0023,Caesar Salad,Salad,Healthy,595,True,True,0.58,4.2
I000379,R0023,Greek Salad,Salad,Healthy,385,True,True,0.75,4.4
I000380,R0023,Garden Salad,Salad,Healthy,430,True,True,0.63,4.8
I000381,R0023,Banana Smoothie,Smoothie,Healthy,685,True,True,0.46,4.8
I000382,R0023,Mixed Berry Smoothie,Smoothie,Healthy,335,True,True,0.59,3.6
I000383,R0023,Green Detox Smoothie,Smoothie,Healthy,760,True,True,0.33,3.7
I000384,R0023,Chicken Wrap,Wrap,Healthy,760,False,True,0.71,4.7
I000385,R0023,Paneer Wrap,Wrap,Healthy,310,True,True,0.59,5.0
I000386,R0023,Veg Wrap,Wrap,Healthy,590,True,True,0.89,4.9
I000387,R0023,Masala Oats,Oats,Healthy,645,True,True,0.53,4.0
I000388,R0023,Fruit Oats,Oats,Healthy,335,True,True,0.6,4.9
I000389,R0023,Seasonal Fruit Bowl,Fruit Bowl,Healthy,540,True,True,0.94,4.7
I000390,R0023,Protein Quinoa Bowl,Quinoa Bowl,Healthy,790,False,True,0.96,4.6
I000391,R0023,Veggie Quinoa Bowl,Quinoa Bowl,Healthy,735,True,True,0.82,4.6
I000392,R0024,Butter Chicken,Curry,North Indian,280,False,True,0.8,4.1
I000393,R0024,Palak Paneer,Curry,North Indian,205,True,True,0.51,3.7
I000394,R0024,Chicken Masala,Curry,North Indian,215,False,True,0.93,4.5
I000395,R0024,Lamb Curry,Curry,North Indian,115,False,True,0.87,4.9
I000396,R0024,Mixed Veg Curry,Curry,North Indian,305,True,True,0.81,3.7
I000397,R0024,Dal Makhani,Dal,North Indian,185,False,True,0.7,3.6
I000398,R0024,Dal Tadka,Dal,North Indian,125,False,True,0.95,4.6
I000399,R0024,Dal Fry,Dal,North Indian,170,False,True,0.53,4.1
I000400,R0024,Chana Masala,Dal,North Indian,120,False,True,0.82,3.8
I000401,R0024,Paneer Tikka Masala,Paneer Dish,North Indian,300,True,True,0.89,4.5
I000402,R0024,Shahi Paneer,Paneer Dish,North Indian,290,True,True,0.42,4.4
I000403,R0024,Kadai Paneer,Paneer Dish,North Indian,270,True,True,0.76,3.7
I000404,R0024,Matar Paneer,Paneer Dish,North Indian,185,True,True,0.53,4.4
I000405,R0024,Butter Naan,Bread,North Indian,290,False,True,0.7,4.6
I000406,R0024,Roti,Bread,North Indian,125,False,True,0.91,4.3
I000407,R0024,Paratha,Bread,North Indian,110,False,True,0.75,4.3
I000408,R0024,Garlic Naan,Bread,North Indian,155,False,True,0.84,4.9
I000409,R0024,Puri,Bread,North Indian,180,False,True,0.65,3.7
I000410,R0024,Steamed Rice,Rice,North Indian,330,False,True,0.52,3.8
I000411,R0024,Jeera Rice,Rice,North Indian,220,False,True,0.33,3.9
I000412,R0024,Veg Pulao,Rice,North Indian,115,True,True,0.39,3.7
I000413,R0024,Egg Fried Rice,Rice,North Indian,320,False,True,0.95,4.2
I000414,R0024,Boondi Raita,Raita,North Indian,260,False,True,0.79,4.1
I000415,R0024,Cucumber Raita,Raita,North Indian,195,False,True,0.77,4.1
I000416,R0024,Mixed Raita,Raita,North Indian,245,False,True,0.66,4.3
I000417,R0024,Mango Pickle,Pickle,North Indian,305,False,True,0.79,4.9
I000418,R0024,Mixed Pickle,Pickle,North Indian,300,False,True,0.4,4.6
I000419,R0024,Lime Pickle,Pickle,North Indian,265,False,True,0.75,4.2
I000420,R0025,Margherita Pizza,Pizza,Italian,115,False,True,0.97,4.8
I000421,R0025,Pepperoni Pizza,Pizza,Italian,220,False,True,0.41,4.7
I000422,R0025,BBQ Chicken Pizza,Pizza,Italian,210,False,True,0.57,4.5
I000423,R0025,Veggie Supreme,Pizza,Italian,290,True,True,0.34,4.7
I000424,R0025,Arrabiata Pasta,Pasta,Italian,285,False,True,0.71,4.0
I000425,R0025,Alfredo Pasta,Pasta,Italian,140,False,True,0.37,3.5
I000426,R0025,Pesto Pasta,Pasta,Italian,150,False,True,0.59,3.9
I000427,R0025,Mac and Cheese,Pasta,Italian,175,False,True,0.57,4.0
I000428,R0025,Garlic Bread,Garlic Bread,Italian,280,False,True,0.64,3.5
I000429,R0025,Cheesy Garlic Bread,Garlic Bread,Italian,155,False,True,0.8,4.0
I000430,R0025,Mushroom Risotto,Risotto,Italian,330,True,True,0.8,3.9
I000431,R0025,Chicken Risotto,Risotto,Italian,230,False,True,0.77,3.8
I000432,R0025,Tiramisu,Tiramisu,Italian,160,False,True,0.65,4.9
I000433,R0026,Vanilla Scoop,Ice Cream,Desserts,85,False,True,0.58,3.8
I000434,R0026,Chocolate Scoop,Ice Cream,Desserts,110,False,True,0.82,4.2
I000435,R0026,Butterscotch Scoop,Ice Cream,Desserts,125,False,True,0.51,4.6
I000436,R0026,Sundae,Ice Cream,Desserts,75,False,True,0.85,4.7
I000437,R0026,Chocolate Brownie,Brownie,Desserts,130,False,True,0.45,4.5
I000438,R0026,Walnut Brownie,Brownie,Desserts,105,False,True,0.99,4.0
I000439,R0026,Gulab Jamun (2 pcs),Gulab Jamun,Desserts,125,True,True,0.56,4.1
I000440,R0026,Gulab Jamun (4 pcs),Gulab Jamun,Desserts,60,True,True,0.47,3.7
I000441,R0026,Rice Kheer,Kheer,Desserts,65,False,True,0.31,4.7
I000442,R0026,Vermicelli Kheer,Kheer,Desserts,95,False,True,0.86,4.4
I000443,R0026,Chocolate Pastry,Pastry,Desserts,135,False,True,0.65,3.6
I000444,R0026,Black Forest Pastry,Pastry,Desserts,110,False,True,0.77,4.4
I000445,R0026,Chocolate Truffle Slice,Cake,Desserts,130,False,True,0.81,4.1
I000446,R0026,Red Velvet Slice,Cake,Desserts,130,False,True,0.78,3.7
I000447,R0027,Papdi Chaat,Chaat,Street Food,235,False,True,0.81,4.3
I000448,R0027,Aloo Chaat,Chaat,Street Food,335,True,True,0.37,4.6
I000449,R0027,Dahi Puri,Chaat,Street Food,305,False,True,0.79,4.1
I000450,R0027,Pav Bhaji (2 pav),Pav Bhaji,Street Food,195,False,True,0.71,4.1
I000451,R0027,Pav Bhaji (4 pav),Pav Bhaji,Street Food,320,False,True,0.38,4.5
I000452,R0027,Vada Pav,Vada Pav,Street Food,135,False,True,0.68,4.6
I000453,R0027,Cheese Vada Pav,Vada Pav,Street Food,140,False,True,0.79,3.7
I000454,R0027,Pani Puri (6 pcs),Pani Puri,Street Food,255,False,True,0.65,3.9
I000455,R0027,Bhel Puri,Bhel Puri,Street Food,130,False,True,0.82,4.1
I000456,R0027,Samosa (2 pcs),Samosa,Street Food,120,False,True,0.84,3.8
I000457,R0027,Samosa (4 pcs),Samosa,Street Food,285,False,True,0.7,3.8
I000458,R0028,Butter Chicken,Curry,North Indian,120,False,True,0.72,3.5
I000459,R0028,Palak Paneer,Curry,North Indian,115,True,True,0.79,4.3
I000460,R0028,Chicken Masala,Curry,North Indian,180,False,True,0.68,4.4
I000461,R0028,Lamb Curry,Curry,North Indian,240,False,True,0.75,4.9
I000462,R0028,Mixed Veg Curry,Curry,North Indian,195,True,True,0.51,3.6
I000463,R0028,Dal Makhani,Dal,North Indian,135,False,True,0.37,4.0
I000464,R0028,Dal Tadka,Dal,North Indian,250,False,True,0.33,4.6
I000465,R0028,Dal Fry,Dal,North Indian,200,False,True,0.97,4.4
I000466,R0028,Chana Masala,Dal,North Indian,295,False,True,0.9,4.8
I000467,R0028,Paneer Tikka Masala,Paneer Dish,North Indian,230,True,True,0.58,4.3
I000468,R0028,Shahi Paneer,Paneer Dish,North Indian,200,True,True,0.47,4.0
I000469,R0028,Kadai Paneer,Paneer Dish,North Indian,160,True,True,0.49,3.6
I000470,R0028,Matar Paneer,Paneer Dish,North Indian,205,True,True,0.46,4.2
I000471,R0028,Butter Naan,Bread,North Indian,300,False,True,0.61,4.9
I000472,R0028,Roti,Bread,North Indian,135,False,True,0.9,3.9
I000473,R0028,Paratha,Bread,North Indian,335,False,True,0.46,4.6
I000474,R0028,Garlic Naan,Bread,North Indian,115,False,True,0.74,3.8
I000475,R0028,Puri,Bread,North Indian,270,False,True,0.75,4.9
I000476,R0028,Steamed Rice,Rice,North Indian,255,False,True,0.59,3.8
I000477,R0028,Jeera Rice,Rice,North Indian,265,False,True,0.38,4.7
I000478,R0028,Veg Pulao,Rice,North Indian,160,True,True,0.67,4.4
I000479,R0028,Egg Fried Rice,Rice,North Indian,190,False,True,0.76,3.9
I000480,R0028,Boondi Raita,Raita,North Indian,110,False,True,0.97,4.0
I000481,R0028,Cucumber Raita,Raita,North Indian,280,False,True,0.66,4.5
I000482,R0028,Mixed Raita,Raita,North Indian,130,False,True,0.66,4.1
I000483,R0028,Mango Pickle,Pickle,North Indian,215,False,True,0.98,3.7
I000484,R0028,Mixed Pickle,Pickle,North Indian,290,False,True,0.53,3.9
I000485,R0028,Lime Pickle,Pickle,North Indian,170,False,True,0.54,4.0
I000486,R0029,Masala Dosa,Dosa,South Indian,435,False,True,0.77,3.6
I000487,R0029,Plain Dosa,Dosa,South Indian,465,False,True,0.5,4.6
I000488,R0029,Onion Dosa,Dosa,South Indian,375,False,True,0.96,3.8
I000489,R0029,Rava Dosa,Dosa,South Indian,485,False,True,0.44,3.9
I000490,R0029,Ghee Roast Dosa,Dosa,South Indian,680,False,True,0.63,3.7
I000491,R0029,Idli (2 pcs),Idli,South Indian,325,False,True,0.46,4.9
I000492,R0029,Idli (4 pcs),Idli,South Indian,725,False,True,0.61,4.2
I000493,R0029,Mini Idli,Idli,South Indian,750,False,True,0.71,4.8
I000494,R0029,Sambar Bowl,Sambar,South Indian,545,False,True,0.44,4.6
I000495,R0029,Drumstick Sambar,Sambar,South Indian,565,False,True,0.77,3.7
I000496,R0029,Coconut Chutney,Chutney,South Indian,625,False,True,0.57,4.0
I000497,R0029,Tomato Chutney,Chutney,South Indian,635,False,True,0.71,4.5
I000498,R0029,Mint Chutney,Chutney,South Indian,785,False,True,0.79,4.5
I000499,R0029,Steamed Rice,Rice,South Indian,605,False,True,0.58,4.8
I000500,R0029,Jeera Rice,Rice,South Indian,490,False,True,0.79,3.9
I000501,R0029,Veg Pulao,Rice,South Indian,375,True,True,0.39,4.5
I000502,R0029,Egg Fried Rice,Rice,South Indian,465,False,True,0.49,4.4
I000503,R0029,Tomato Rasam,Rasam,South Indian,315,False,True,0.47,4.0
I000504,R0029,Pepper Rasam,Rasam,South Indian,655,False,True,0.68,4.8
I000505,R0029,Filter Coffee,Filter Coffee,South Indian,465,True,True,0.51,3.5
I000506,R0029,South Indian Coffee,Filter Coffee,South Indian,775,True,True,0.65,4.3
I000507,R0030,Coke (300ml),Soft Drink,Beverages,330,False,True,0.5,4.0
I000508,R0030,Pepsi (300ml),Soft Drink,Beverages,265,False,True,0.85,4.5
I000509,R0030,Sprite (300ml),Soft Drink,Beverages,295,False,True,0.7,4.8
I000510,R0030,Limca,Soft Drink,Beverages,240,False,True,0.46,4.3
I000511,R0030,Fresh Orange Juice,Juice,Beverages,280,True,True,0.76,3.9
I000512,R0030,Watermelon Juice,Juice,Beverages,110,True,True,0.48,5.0
I000513,R0030,Mixed Fruit Juice,Juice,Beverages,145,True,True,0.63,4.5
I000514,R0030,Sweet Lassi,Lassi,Beverages,320,True,True,0.83,4.9
I000515,R0030,Salted Lassi,Lassi,Beverages,250,True,True,0.91,3.9
I000516,R0030,Mango Lassi,Lassi,Beverages,210,True,True,0.89,4.0
I000517,R0030,Masala Chai,Chai,Beverages,320,True,True,0.55,4.0
I000518,R0030,Ginger Chai,Chai,Beverages,175,True,True,0.68,3.7
I000519,R0030,Cappuccino,Coffee,Beverages,110,False,True,0.93,4.9
I000520,R0030,Latte,Coffee,Beverages,120,False,True,0.68,4.3
I000521,R0030,Espresso,Coffee,Beverages,195,False,True,0.7,4.2
I000522,R0030,Mineral Water (500ml),Water,Beverages,220,True,True,0.83,4.3
I000523,R0031,Papdi Chaat,Chaat,Street Food,80,False,True,0.71,4.5
I000524,R0031,Aloo Chaat,Chaat,Street Food,115,True,True,0.73,4.5
I000525,R0031,Dahi Puri,Chaat,Street Food,80,False,True,0.61,4.5
I000526,R0031,Pav Bhaji (2 pav),Pav Bhaji,Street Food,125,False,True,0.6,4.0
I000527,R0031,Pav Bhaji (4 pav),Pav Bhaji,Street Food,120,False,True,0.46,3.5
I000528,R0031,Vada Pav,Vada Pav,Street Food,95,False,True,0.42,4.1
I000529,R0031,Cheese Vada Pav,Vada Pav,Street Food,80,False,True,0.84,4.0
I000530,R0031,Pani Puri (6 pcs),Pani Puri,Street Food,115,False,True,0.77,4.2
I000531,R0031,Bhel Puri,Bhel Puri,Street Food,60,False,True,0.79,3.6
I000532,R0031,Samosa (2 pcs),Samosa,Street Food,60,False,True,0.44,3.9
I000533,R0031,Samosa (4 pcs),Samosa,Street Food,135,False,True,0.77,4.1
I000534,R0032,Vanilla Scoop,Ice Cream,Desserts,345,False,True,0.47,4.4
I000535,R0032,Chocolate Scoop,Ice Cream,Desserts,310,False,True,0.86,3.6
I000536,R0032,Butterscotch Scoop,Ice Cream,Desserts,275,False,True,0.48,4.0
I000537,R0032,Sundae,Ice Cream,Desserts,220,False,True,0.85,3.7
I000538,R0032,Chocolate Brownie,Brownie,Desserts,125,False,True,0.41,3.8
I000539,R0032,Walnut Brownie,Brownie,Desserts,115,False,True,0.95,4.0
I000540,R0032,Gulab Jamun (2 pcs),Gulab Jamun,Desserts,145,True,True,0.75,4.7
I000541,R0032,Gulab Jamun (4 pcs),Gulab Jamun,Desserts,290,True,True,0.8,3.6
I000542,R0032,Rice Kheer,Kheer,Desserts,295,False,True,0.65,4.5
I000543,R0032,Vermicelli Kheer,Kheer,Desserts,340,False,True,0.87,4.7
I000544,R0032,Chocolate Pastry,Pastry,Desserts,145,False,True,0.63,4.9
I000545,R0032,Black Forest Pastry,Pastry,Desserts,245,False,True,0.37,4.6
I000546,R0032,Chocolate Truffle Slice,Cake,Desserts,110,False,True,0.82,4.8
I000547,R0032,Red Velvet Slice,Cake,Desserts,205,False,True,0.59,4.0
I000548,R0033,Masala Dosa,Dosa,South Indian,140,False,True,0.68,4.4
I000549,R0033,Plain Dosa,Dosa,South Indian,115,False,True,0.51,4.1
I000550,R0033,Onion Dosa,Dosa,South Indian,125,False,True,0.99,3.6
I000551,R0033,Rava Dosa,Dosa,South Indian,55,False,True,0.6,4.5
I000552,R0033,Ghee Roast Dosa,Dosa,South Indian,90,False,True,1.0,3.8
I000553,R0033,Idli (2 pcs),Idli,South Indian,50,False,True,0.43,4.8
I000554,R0033,Idli (4 pcs),Idli,South Indian,65,False,True,0.64,4.1
I000555,R0033,Mini Idli,Idli,South Indian,115,False,True,0.34,4.5
I000556,R0033,Sambar Bowl,Sambar,South Indian,85,False,True,0.95,4.8
I000557,R0033,Drumstick Sambar,Sambar,South Indian,90,False,True,1.0,3.6
I000558,R0033,Coconut Chutney,Chutney,South Indian,130,False,True,0.6,4.1
I000559,R0033,Tomato Chutney,Chutney,South Indian,65,False,True,0.66,3.6
I000560,R0033,Mint Chutney,Chutney,South Indian,110,False,True,0.47,4.6
I000561,R0033,Steamed Rice,Rice,South Indian,110,False,True,0.82,4.6
I000562,R0033,Jeera Rice,Rice,South Indian,70,False,True,0.3,4.0
I000563,R0033,Veg Pulao,Rice,South Indian,140,True,True,0.7,4.6
I000564,R0033,Egg Fried Rice,Rice,South Indian,140,False,True,0.93,4.3
I000565,R0033,Tomato Rasam,Rasam,South Indian,105,False,True,0.9,4.7
I000566,R0033,Pepper Rasam,Rasam,South Indian,120,False,True,0.72,4.4
I000567,R0033,Filter Coffee,Filter Coffee,South Indian,85,True,True,0.89,4.4
I000568,R0033,South Indian Coffee,Filter Coffee,South Indian,70,True,True,0.47,4.8
I000569,R0034,Chicken Biryani,Biryani,Biryani,115,False,True,0.58,3.8
I000570,R0034,Mutton Biryani,Biryani,Biryani,110,False,True,0.43,4.2
I000571,R0034,Veg Biryani,Biryani,Biryani,120,True,True,0.7,4.9
I000572,R0034,Egg Biryani,Biryani,Biryani,55,False,True,0.5,3.6
I000573,R0034,Prawn Biryani,Biryani,Biryani,70,False,True,0.39,4.6
I000574,R0034,Boondi Raita,Raita,Biryani,85,False,True,0.95,3.5
I000575,R0034,Cucumber Raita,Raita,Biryani,115,False,True,0.98,3.8
I000576,R0034,Mixed Raita,Raita,Biryani,95,False,True,0.79,4.4
I000577,R0034,Mirchi Ka Salan,Salan,Biryani,105,False,True,0.53,4.6
I000578,R0034,Shorba,Salan,Biryani,115,False,True,0.41,4.9
I000579,R0034,Biryani Gravy,Salan,Biryani,105,False,True,0.67,4.8
I000580,R0034,Chicken Shorba,Shorba,Biryani,115,False,True,0.35,4.3
I000581,R0034,Veg Shorba,Shorba,Biryani,130,True,True,0.79,5.0
I000582,R0034,Seekh Kebab,Kebab,Biryani,50,False,True,0.48,4.3
I000583,R0034,Chicken 65,Kebab,Biryani,110,False,True,0.49,4.7
I000584,R0034,Reshmi Kebab,Kebab,Biryani,65,False,True,0.3,4.9
I000585,R0034,Boti Kebab,Kebab,Biryani,90,False,True,0.97,3.9
I000586,R0034,Gulab Jamun (2 pcs),Gulab Jamun,Biryani,55,True,True,0.84,4.8
I000587,R0034,Gulab Jamun (4 pcs),Gulab Jamun,Biryani,100,True,True,0.35,4.5
I000588,R0035,Veg Hakka Noodles,Noodles,Chinese,70,True,True,0.89,3.9
I000589,R0035,Chicken Noodles,Noodles,Chinese,135,False,True,0.6,4.4
I000590,R0035,Schezwan Noodles,Noodles,Chinese,130,False,True,0.33,4.7
I000591,R0035,Veg Fried Rice,Fried Rice,Chinese,65,True,True,0.55,4.2
I000592,R0035,Egg Fried Rice,Fried Rice,Chinese,140,False,True,0.32,4.3
I000593,R0035,Chicken Fried Rice,Fried Rice,Chinese,115,False,True,0.52,3.9
I000594,R0035,Gobi Manchurian,Manchurian,Chinese,100,False,True,0.43,4.2
I000595,R0035,Chicken Manchurian,Manchurian,Chinese,125,False,True,0.89,4.1
I000596,R0035,Veg Manchurian,Manchurian,Chinese,110,True,True,0.3,4.3
I000597,R0035,Veg Spring Roll,Spring Roll,Chinese,150,True,True,0.52,4.4
I000598,R0035,Chicken Spring Roll,Spring Roll,Chinese,125,False,True,0.73,4.1
I000599,R0035,Sweet Corn Soup,Soup,Chinese,65,True,True,0.62,3.9
I000600,R0035,Hot and Sour Soup,Soup,Chinese,120,False,True,0.61,4.8
I000601,R0035,Manchow Soup,Soup,Chinese,70,False,True,0.59,4.3
I000602,R0035,Veg Dimsum (6 pcs),Dimsum,Chinese,65,True,True,0.71,3.9
I000603,R0035,Chicken Dimsum (6 pcs),Dimsum,Chinese,75,False,True,0.4,4.0
I000604,R0036,Caesar Salad,Salad,Healthy,765,True,True,0.32,4.8
I000605,R0036,Greek Salad,Salad,Healthy,500,True,True,0.69,4.3
I000606,R0036,Garden Salad,Salad,Healthy,765,True,True,0.84,5.0
I000607,R0036,Banana Smoothie,Smoothie,Healthy,695,True,True,0.51,4.9
I000608,R0036,Mixed Berry Smoothie,Smoothie,Healthy,790,True,True,0.39,4.9
I000609,R0036,Green Detox Smoothie,Smoothie,Healthy,630,True,True,0.95,4.9
I000610,R0036,Chicken Wrap,Wrap,Healthy,745,False,True,0.92,3.7
I000611,R0036,Paneer Wrap,Wrap,Healthy,370,True,True,0.38,3.6
I000612,R0036,Veg Wrap,Wrap,Healthy,475,True,True,0.78,4.0
I000613,R0036,Masala Oats,Oats,Healthy,660,True,True,0.87,4.5
I000614,R0036,Fruit Oats,Oats,Healthy,535,True,True,0.51,3.7
I000615,R0036,Seasonal Fruit Bowl,Fruit Bowl,Healthy,545,True,True,0.8,4.3
I000616,R0036,Protein Quinoa Bowl,Quinoa Bowl,Healthy,660,False,True,0.53,3.6
I000617,R0036,Veggie Quinoa Bowl,Quinoa Bowl,Healthy,685,True,True,0.45,4.4
I000618,R0037,Papdi Chaat,Chaat,Street Food,300,False,True,0.4,4.4
I000619,R0037,Aloo Chaat,Chaat,Street Food,270,True,True,0.82,3.7
I000620,R0037,Dahi Puri,Chaat,Street Food,305,False,True,0.37,4.3
I000621,R0037,Pav Bhaji (2 pav),Pav Bhaji,Street Food,210,False,True,0.46,4.0
I000622,R0037,Pav Bhaji (4 pav),Pav Bhaji,Street Food,140,False,True,0.6,3.6
I000623,R0037,Vada Pav,Vada Pav,Street Food,320,False,True,0.41,4.8
I000624,R0037,Cheese Vada Pav,Vada Pav,Street Food,315,False,True,0.62,4.2
I000625,R0037,Pani Puri (6 pcs),Pani Puri,Street Food,175,False,True,1.0,4.5
I000626,R0037,Bhel Puri,Bhel Puri,Street Food,340,False,True,0.59,4.8
I000627,R0037,Samosa (2 pcs),Samosa,Street Food,210,False,True,0.91,3.7
I000628,R0037,Samosa (4 pcs),Samosa,Street Food,260,False,True,0.78,4.5
I000629,R0038,Vanilla Scoop,Ice Cream,Desserts,525,False,True,0.78,3.9
I000630,R0038,Chocolate Scoop,Ice Cream,Desserts,600,False,True,0.69,4.0
I000631,R0038,Butterscotch Scoop,Ice Cream,Desserts,690,False,True,0.36,3.8
I000632,R0038,Sundae,Ice Cream,Desserts,535,False,True,0.92,4.4
I000633,R0038,Chocolate Brownie,Brownie,Desserts,720,False,True,0.66,4.7
I000634,R0038,Walnut Brownie,Brownie,Desserts,465,False,True,0.87,4.1
I000635,R0038,Gulab Jamun (2 pcs),Gulab Jamun,Desserts,580,True,True,0.42,4.9
I000636,R0038,Gulab Jamun (4 pcs),Gulab Jamun,Desserts,650,True,True,0.9,3.8
I000637,R0038,Rice Kheer,Kheer,Desserts,335,False,True,0.54,4.3
I000638,R0038,Vermicelli Kheer,Kheer,Desserts,700,False,True,0.58,3.9
I000639,R0038,Chocolate Pastry,Pastry,Desserts,485,False,True,0.79,4.0
I000640,R0038,Black Forest Pastry,Pastry,Desserts,790,False,True,0.42,4.6
I000641,R0038,Chocolate Truffle Slice,Cake,Desserts,595,False,True,0.46,4.6
I000642,R0038,Red Velvet Slice,Cake,Desserts,525,False,True,0.78,4.5
I000643,R0039,Butter Chicken,Curry,North Indian,60,False,True,0.89,4.5
I000644,R0039,Palak Paneer,Curry,North Indian,130,True,True,0.61,3.8
I000645,R0039,Chicken Masala,Curry,North Indian,85,False,True,0.93,4.9
I000646,R0039,Lamb Curry,Curry,North Indian,100,False,True,0.51,4.6
I000647,R0039,Mixed Veg Curry,Curry,North Indian,125,True,True,0.87,3.5
I000648,R0039,Dal Makhani,Dal,North Indian,50,False,True,0.55,3.7
I000649,R0039,Dal Tadka,Dal,North Indian,130,False,True,0.67,4.7
I000650,R0039,Dal Fry,Dal,North Indian,70,False,True,0.74,4.4
I000651,R0039,Chana Masala,Dal,North Indian,85,False,True,0.66,4.4
I000652,R0039,Paneer Tikka Masala,Paneer Dish,North Indian,140,True,True,0.34,4.7
I000653,R0039,Shahi Paneer,Paneer Dish,North Indian,150,True,True,0.81,4.6
I000654,R0039,Kadai Paneer,Paneer Dish,North Indian,70,True,True,0.67,4.6
I000655,R0039,Matar Paneer,Paneer Dish,North Indian,110,True,True,0.57,4.9
I000656,R0039,Butter Naan,Bread,North Indian,100,False,True,0.98,4.3
I000657,R0039,Roti,Bread,North Indian,130,False,True,0.82,4.5
I000658,R0039,Paratha,Bread,North Indian,50,False,True,0.35,4.4
I000659,R0039,Garlic Naan,Bread,North Indian,140,False,True,0.72,3.9
I000660,R0039,Puri,Bread,North Indian,80,False,True,0.74,4.4
I000661,R0039,Steamed Rice,Rice,North Indian,145,False,True,0.67,4.0
I000662,R0039,Jeera Rice,Rice,North Indian,100,False,True,0.85,4.3
I000663,R0039,Veg Pulao,Rice,North Indian,85,True,True,0.54,4.6
I000664,R0039,Egg Fried Rice,Rice,North Indian,55,False,True,0.49,3.7
I000665,R0039,Boondi Raita,Raita,North Indian,145,False,True,0.36,4.6
I000666,R0039,Cucumber Raita,Raita,North Indian,115,False,True,0.74,4.6
I000667,R0039,Mixed Raita,Raita,North Indian,90,False,True,0.58,3.9
I000668,R0039,Mango Pickle,Pickle,North Indian,110,False,True,0.95,4.9
I000669,R0039,Mixed Pickle,Pickle,North Indian,120,False,True,0.93,4.9
